Date,AccountId,AccountName,Service,Region,Cost,Currency,Month,Year,MonthName,Week,DayOfWeek,DayName,IsWeekend,YearMonth,ServiceCategory
2025-07-28,123456789014,Testing,AWS Data Transfer,us-east-1,4.33,USD,7,2025,July,31,0,Monday,False,2025-07,Networking
2025-07-29,123456789012,Production,Amazon EC2,us-east-1,18.1,USD,7,2025,July,31,1,Tuesday,False,2025-07,Compute
2025-07-29,123456789013,Development,Amazon EC2,eu-west-1,18.49,USD,7,2025,July,31,1,Tuesday,False,2025-07,Compute
2025-07-29,123456789014,Testing,Amazon EC2,eu-west-1,18.23,USD,7,2025,July,31,1,Tuesday,False,2025-07,Compute
2025-07-29,123456789012,Production,Amazon S3,eu-west-1,7.65,USD,7,2025,July,31,1,Tuesday,False,2025-07,Storage
2025-07-29,123456789013,Development,Amazon S3,eu-west-1,6.16,USD,7,2025,July,31,1,Tuesday,False,2025-07,Storage
2025-07-29,123456789014,Testing,Amazon S3,us-east-1,7.25,USD,7,2025,July,31,1,Tuesday,False,2025-07,Storage
2025-07-29,123456789012,Production,Amazon RDS,eu-west-1,10.11,USD,7,2025,July,31,1,Tuesday,False,2025-07,Database
2025-07-29,123456789013,Development,Amazon RDS,us-east-1,13.4,USD,7,2025,July,31,1,Tuesday,False,2025-07,Database
2025-07-29,123456789014,Testing,Amazon RDS,us-west-2,10.32,USD,7,2025,July,31,1,Tuesday,False,2025-07,Database
2025-07-29,123456789012,Production,AWS Lambda,eu-west-1,2.48,USD,7,2025,July,31,1,Tuesday,False,2025-07,Compute
2025-07-29,123456789013,Development,AWS Lambda,ap-southeast-1,2.09,USD,7,2025,July,31,1,Tuesday,False,2025-07,Compute
2025-07-29,123456789014,Testing,AWS Lambda,ap-southeast-1,2.4,USD,7,2025,July,31,1,Tuesday,False,2025-07,Compute
2025-07-29,123456789012,Production,Amazon CloudFront,us-west-2,8.93,USD,7,2025,July,31,1,Tuesday,False,2025-07,Networking
2025-07-29,123456789013,Development,Amazon CloudFront,us-west-2,10.87,USD,7,2025,July,31,1,Tuesday,False,2025-07,Networking
2025-07-29,123456789014,Testing,Amazon CloudFront,eu-west-1,10.48,USD,7,2025,July,31,1,Tuesday,False,2025-07,Networking
2025-07-29,123456789012,Production,Amazon DynamoDB,ap-southeast-1,4.52,USD,7,2025,July,31,1,Tuesday,False,2025-07,Database
2025-07-29,123456789013,Development,Amazon DynamoDB,ap-southeast-1,4.66,USD,7,2025,July,31,1,Tuesday,False,2025-07,Database
2025-07-29,123456789014,Testing,Amazon DynamoDB,us-east-1,4.6,USD,7,2025,July,31,1,Tuesday,False,2025-07,Database
2025-07-29,123456789012,Production,Amazon ECS,ap-southeast-1,13.4,USD,7,2025,July,31,1,Tuesday,False,2025-07,Compute
2025-07-29,123456789013,Development,Amazon ECS,us-east-1,18.83,USD,7,2025,July,31,1,Tuesday,False,2025-07,Compute
2025-07-29,123456789014,Testing,Amazon ECS,eu-west-1,18.56,USD,7,2025,July,31,1,Tuesday,False,2025-07,Compute
2025-07-29,123456789012,Production,Amazon VPC,us-west-2,1.4,USD,7,2025,July,31,1,Tuesday,False,2025-07,Networking
2025-07-29,123456789013,Development,Amazon VPC,us-west-2,1.42,USD,7,2025,July,31,1,Tuesday,False,2025-07,Networking
2025-07-29,123456789014,Testing,Amazon VPC,eu-west-1,1.3,USD,7,2025,July,31,1,Tuesday,False,2025-07,Networking
2025-07-29,123456789012,Production,AWS Data Transfer,eu-west-1,4.11,USD,7,2025,July,31,1,Tuesday,False,2025-07,Networking
2025-07-29,123456789013,Development,AWS Data Transfer,us-west-2,4.97,USD,7,2025,July,31,1,Tuesday,False,2025-07,Networking
2025-07-29,123456789014,Testing,AWS Data Transfer,eu-west-1,4.33,USD,7,2025,July,31,1,Tuesday,False,2025-07,Networking
2025-07-30,123456789012,Production,Amazon EC2,us-east-1,22.39,USD,7,2025,July,31,2,Wednesday,False,2025-07,Compute
2025-07-30,123456789013,Development,Amazon EC2,ap-southeast-1,18.56,USD,7,2025,July,31,2,Wednesday,False,2025-07,Compute
2025-07-30,123456789014,Testing,Amazon EC2,us-west-2,20.4,USD,7,2025,July,31,2,Wednesday,False,2025-07,Compute
2025-07-30,123456789012,Production,Amazon S3,eu-west-1,6.72,USD,7,2025,July,31,2,Wednesday,False,2025-07,Storage
2025-07-30,123456789013,Development,Amazon S3,eu-west-1,6.05,USD,7,2025,July,31,2,Wednesday,False,2025-07,Storage
2025-07-30,123456789014,Testing,Amazon S3,eu-west-1,7.0,USD,7,2025,July,31,2,Wednesday,False,2025-07,Storage
2025-07-30,123456789012,Production,Amazon RDS,eu-west-1,9.98,USD,7,2025,July,31,2,Wednesday,False,2025-07,Database
2025-07-30,123456789013,Development,Amazon RDS,us-east-1,10.32,USD,7,2025,July,31,2,Wednesday,False,2025-07,Database
2025-07-30,123456789014,Testing,Amazon RDS,us-east-1,10.69,USD,7,2025,July,31,2,Wednesday,False,2025-07,Database
2025-07-30,123456789012,Production,AWS Lambda,eu-west-1,1.99,USD,7,2025,July,31,2,Wednesday,False,2025-07,Compute
2025-07-30,123456789013,Development,AWS Lambda,us-east-1,2.79,USD,7,2025,July,31,2,Wednesday,False,2025-07,Compute
2025-07-30,123456789014,Testing,AWS Lambda,ap-southeast-1,2.73,USD,7,2025,July,31,2,Wednesday,False,2025-07,Compute
2025-07-30,123456789012,Production,Amazon CloudFront,ap-southeast-1,10.83,USD,7,2025,July,31,2,Wednesday,False,2025-07,Networking
2025-07-30,123456789013,Development,Amazon CloudFront,us-east-1,8.92,USD,7,2025,July,31,2,Wednesday,False,2025-07,Networking
2025-07-30,123456789014,Testing,Amazon CloudFront,ap-southeast-1,11.05,USD,7,2025,July,31,2,Wednesday,False,2025-07,Networking
2025-07-30,123456789012,Production,Amazon DynamoDB,ap-southeast-1,4.23,USD,7,2025,July,31,2,Wednesday,False,2025-07,Database
2025-07-30,123456789013,Development,Amazon DynamoDB,us-east-1,3.67,USD,7,2025,July,31,2,Wednesday,False,2025-07,Database
2025-07-30,123456789014,Testing,Amazon DynamoDB,ap-southeast-1,4.45,USD,7,2025,July,31,2,Wednesday,False,2025-07,Database
2025-07-30,123456789012,Production,Amazon ECS,us-east-1,17.49,USD,7,2025,July,31,2,Wednesday,False,2025-07,Compute
2025-07-30,123456789013,Development,Amazon ECS,eu-west-1,15.98,USD,7,2025,July,31,2,Wednesday,False,2025-07,Compute
2025-07-30,123456789014,Testing,Amazon ECS,eu-west-1,14.43,USD,7,2025,July,31,2,Wednesday,False,2025-07,Compute
2025-07-30,123456789012,Production,Amazon VPC,eu-west-1,1.28,USD,7,2025,July,31,2,Wednesday,False,2025-07,Networking
2025-07-30,123456789013,Development,Amazon VPC,eu-west-1,1.06,USD,7,2025,July,31,2,Wednesday,False,2025-07,Networking
2025-07-30,123456789014,Testing,Amazon VPC,us-east-1,1.12,USD,7,2025,July,31,2,Wednesday,False,2025-07,Networking
2025-07-30,123456789012,Production,AWS Data Transfer,us-east-1,5.94,USD,7,2025,July,31,2,Wednesday,False,2025-07,Networking
2025-07-30,123456789013,Development,AWS Data Transfer,ap-southeast-1,4.28,USD,7,2025,July,31,2,Wednesday,False,2025-07,Networking
2025-07-30,123456789014,Testing,AWS Data Transfer,us-east-1,6.36,USD,7,2025,July,31,2,Wednesday,False,2025-07,Networking
2025-07-31,123456789012,Production,Amazon EC2,us-west-2,15.51,USD,7,2025,July,31,3,Thursday,False,2025-07,Compute
2025-07-31,123456789013,Development,Amazon EC2,us-east-1,19.72,USD,7,2025,July,31,3,Thursday,False,2025-07,Compute
2025-07-31,123456789014,Testing,Amazon EC2,ap-southeast-1,22.89,USD,7,2025,July,31,3,Thursday,False,2025-07,Compute
2025-07-31,123456789012,Production,Amazon S3,us-east-1,4.96,USD,7,2025,July,31,3,Thursday,False,2025-07,Storage
2025-07-31,123456789013,Development,Amazon S3,us-west-2,8.02,USD,7,2025,July,31,3,Thursday,False,2025-07,Storage
2025-07-31,123456789014,Testing,Amazon S3,eu-west-1,5.75,USD,7,2025,July,31,3,Thursday,False,2025-07,Storage
2025-07-31,123456789012,Production,Amazon RDS,us-east-1,13.96,USD,7,2025,July,31,3,Thursday,False,2025-07,Database
2025-07-31,123456789013,Development,Amazon RDS,us-west-2,16.07,USD,7,2025,July,31,3,Thursday,False,2025-07,Database
2025-07-31,123456789014,Testing,Amazon RDS,us-east-1,12.16,USD,7,2025,July,31,3,Thursday,False,2025-07,Database
2025-07-31,123456789012,Production,AWS Lambda,us-east-1,2.48,USD,7,2025,July,31,3,Thursday,False,2025-07,Compute
2025-07-31,123456789013,Development,AWS Lambda,us-east-1,3.14,USD,7,2025,July,31,3,Thursday,False,2025-07,Compute
2025-07-31,123456789014,Testing,AWS Lambda,eu-west-1,2.02,USD,7,2025,July,31,3,Thursday,False,2025-07,Compute
2025-07-31,123456789012,Production,Amazon CloudFront,eu-west-1,9.48,USD,7,2025,July,31,3,Thursday,False,2025-07,Networking
2025-07-31,123456789013,Development,Amazon CloudFront,us-east-1,11.13,USD,7,2025,July,31,3,Thursday,False,2025-07,Networking
2025-07-31,123456789014,Testing,Amazon CloudFront,us-east-1,12.35,USD,7,2025,July,31,3,Thursday,False,2025-07,Networking
2025-07-31,123456789012,Production,Amazon DynamoDB,ap-southeast-1,3.99,USD,7,2025,July,31,3,Thursday,False,2025-07,Database
2025-07-31,123456789013,Development,Amazon DynamoDB,us-west-2,3.44,USD,7,2025,July,31,3,Thursday,False,2025-07,Database
2025-07-31,123456789014,Testing,Amazon DynamoDB,ap-southeast-1,4.68,USD,7,2025,July,31,3,Thursday,False,2025-07,Database
2025-07-31,123456789012,Production,Amazon ECS,ap-southeast-1,15.89,USD,7,2025,July,31,3,Thursday,False,2025-07,Compute
2025-07-31,123456789013,Development,Amazon ECS,us-east-1,13.7,USD,7,2025,July,31,3,Thursday,False,2025-07,Compute
2025-07-31,123456789014,Testing,Amazon ECS,ap-southeast-1,14.01,USD,7,2025,July,31,3,Thursday,False,2025-07,Compute
2025-07-31,123456789012,Production,Amazon VPC,us-west-2,1.15,USD,7,2025,July,31,3,Thursday,False,2025-07,Networking
2025-07-31,123456789013,Development,Amazon VPC,ap-southeast-1,1.32,USD,7,2025,July,31,3,Thursday,False,2025-07,Networking
2025-07-31,123456789014,Testing,Amazon VPC,us-east-1,1.12,USD,7,2025,July,31,3,Thursday,False,2025-07,Networking
2025-07-31,123456789012,Production,AWS Data Transfer,eu-west-1,6.18,USD,7,2025,July,31,3,Thursday,False,2025-07,Networking
2025-07-31,123456789013,Development,AWS Data Transfer,us-west-2,5.91,USD,7,2025,July,31,3,Thursday,False,2025-07,Networking
2025-07-31,123456789014,Testing,AWS Data Transfer,eu-west-1,4.93,USD,7,2025,July,31,3,Thursday,False,2025-07,Networking
2025-08-01,123456789012,Production,Amazon EC2,eu-west-1,16.56,USD,8,2025,August,31,4,Friday,False,2025-08,Compute
2025-08-01,123456789013,Development,Amazon EC2,ap-southeast-1,20.14,USD,8,2025,August,31,4,Friday,False,2025-08,Compute
2025-08-01,123456789014,Testing,Amazon EC2,us-west-2,21.62,USD,8,2025,August,31,4,Friday,False,2025-08,Compute
2025-08-01,123456789012,Production,Amazon S3,us-west-2,5.95,USD,8,2025,August,31,4,Friday,False,2025-08,Storage
2025-08-01,123456789013,Development,Amazon S3,us-west-2,7.38,USD,8,2025,August,31,4,Friday,False,2025-08,Storage
2025-08-01,123456789014,Testing,Amazon S3,ap-southeast-1,5.68,USD,8,2025,August,31,4,Friday,False,2025-08,Storage
2025-08-01,123456789012,Production,Amazon RDS,us-east-1,11.78,USD,8,2025,August,31,4,Friday,False,2025-08,Database
2025-08-01,123456789013,Development,Amazon RDS,us-east-1,11.38,USD,8,2025,August,31,4,Friday,False,2025-08,Database
2025-08-01,123456789014,Testing,Amazon RDS,eu-west-1,11.0,USD,8,2025,August,31,4,Friday,False,2025-08,Database
2025-08-01,123456789012,Production,AWS Lambda,us-east-1,2.86,USD,8,2025,August,31,4,Friday,False,2025-08,Compute
2025-08-01,123456789013,Development,AWS Lambda,us-east-1,2.75,USD,8,2025,August,31,4,Friday,False,2025-08,Compute
2025-08-01,123456789014,Testing,AWS Lambda,eu-west-1,3.08,USD,8,2025,August,31,4,Friday,False,2025-08,Compute
2025-08-01,123456789012,Production,Amazon CloudFront,ap-southeast-1,11.21,USD,8,2025,August,31,4,Friday,False,2025-08,Networking
2025-08-01,123456789013,Development,Amazon CloudFront,us-east-1,9.0,USD,8,2025,August,31,4,Friday,False,2025-08,Networking
2025-08-01,123456789014,Testing,Amazon CloudFront,us-west-2,12.3,USD,8,2025,August,31,4,Friday,False,2025-08,Networking
2025-08-01,123456789012,Production,Amazon DynamoDB,us-east-1,3.67,USD,8,2025,August,31,4,Friday,False,2025-08,Database
2025-08-01,123456789013,Development,Amazon DynamoDB,ap-southeast-1,4.01,USD,8,2025,August,31,4,Friday,False,2025-08,Database
2025-08-01,123456789014,Testing,Amazon DynamoDB,ap-southeast-1,4.24,USD,8,2025,August,31,4,Friday,False,2025-08,Database
2025-08-01,123456789012,Production,Amazon ECS,ap-southeast-1,14.46,USD,8,2025,August,31,4,Friday,False,2025-08,Compute
2025-08-01,123456789013,Development,Amazon ECS,us-west-2,12.05,USD,8,2025,August,31,4,Friday,False,2025-08,Compute
2025-08-01,123456789014,Testing,Amazon ECS,us-east-1,17.81,USD,8,2025,August,31,4,Friday,False,2025-08,Compute
2025-08-01,123456789012,Production,Amazon VPC,eu-west-1,1.36,USD,8,2025,August,31,4,Friday,False,2025-08,Networking
2025-08-01,123456789013,Development,Amazon VPC,us-west-2,1.29,USD,8,2025,August,31,4,Friday,False,2025-08,Networking
2025-08-01,123456789014,Testing,Amazon VPC,eu-west-1,1.15,USD,8,2025,August,31,4,Friday,False,2025-08,Networking
2025-08-01,123456789012,Production,AWS Data Transfer,ap-southeast-1,4.91,USD,8,2025,August,31,4,Friday,False,2025-08,Networking
2025-08-01,123456789013,Development,AWS Data Transfer,us-east-1,6.01,USD,8,2025,August,31,4,Friday,False,2025-08,Networking
2025-08-01,123456789014,Testing,AWS Data Transfer,eu-west-1,6.41,USD,8,2025,August,31,4,Friday,False,2025-08,Networking
2025-08-02,123456789012,Production,Amazon EC2,us-west-2,11.03,USD,8,2025,August,31,5,Saturday,True,2025-08,Compute
2025-08-02,123456789013,Development,Amazon EC2,us-west-2,11.52,USD,8,2025,August,31,5,Saturday,True,2025-08,Compute
2025-08-02,123456789014,Testing,Amazon EC2,us-east-1,11.21,USD,8,2025,August,31,5,Saturday,True,2025-08,Compute
2025-08-02,123456789012,Production,Amazon S3,us-west-2,3.45,USD,8,2025,August,31,5,Saturday,True,2025-08,Storage
2025-08-02,123456789013,Development,Amazon S3,us-west-2,3.48,USD,8,2025,August,31,5,Saturday,True,2025-08,Storage
2025-08-02,123456789014,Testing,Amazon S3,eu-west-1,3.13,USD,8,2025,August,31,5,Saturday,True,2025-08,Storage
2025-08-02,123456789012,Production,Amazon RDS,us-east-1,7.2,USD,8,2025,August,31,5,Saturday,True,2025-08,Database
2025-08-02,123456789013,Development,Amazon RDS,ap-southeast-1,7.99,USD,8,2025,August,31,5,Saturday,True,2025-08,Database
2025-08-02,123456789014,Testing,Amazon RDS,us-west-2,7.39,USD,8,2025,August,31,5,Saturday,True,2025-08,Database
2025-08-02,123456789012,Production,AWS Lambda,us-east-1,1.09,USD,8,2025,August,31,5,Saturday,True,2025-08,Compute
2025-08-02,123456789013,Development,AWS Lambda,us-east-1,1.56,USD,8,2025,August,31,5,Saturday,True,2025-08,Compute
2025-08-02,123456789014,Testing,AWS Lambda,us-east-1,1.47,USD,8,2025,August,31,5,Saturday,True,2025-08,Compute
2025-08-02,123456789012,Production,Amazon CloudFront,us-west-2,6.3,USD,8,2025,August,31,5,Saturday,True,2025-08,Networking
2025-08-02,123456789013,Development,Amazon CloudFront,ap-southeast-1,5.17,USD,8,2025,August,31,5,Saturday,True,2025-08,Networking
2025-08-02,123456789014,Testing,Amazon CloudFront,us-east-1,3.97,USD,8,2025,August,31,5,Saturday,True,2025-08,Networking
2025-08-02,123456789012,Production,Amazon DynamoDB,eu-west-1,1.65,USD,8,2025,August,31,5,Saturday,True,2025-08,Database
2025-08-02,123456789013,Development,Amazon DynamoDB,us-east-1,1.75,USD,8,2025,August,31,5,Saturday,True,2025-08,Database
2025-08-02,123456789014,Testing,Amazon DynamoDB,eu-west-1,2.19,USD,8,2025,August,31,5,Saturday,True,2025-08,Database
2025-08-02,123456789012,Production,Amazon ECS,ap-southeast-1,6.94,USD,8,2025,August,31,5,Saturday,True,2025-08,Compute
2025-08-02,123456789013,Development,Amazon ECS,us-east-1,8.78,USD,8,2025,August,31,5,Saturday,True,2025-08,Compute
2025-08-02,123456789014,Testing,Amazon ECS,us-east-1,8.7,USD,8,2025,August,31,5,Saturday,True,2025-08,Compute
2025-08-02,123456789012,Production,Amazon VPC,us-west-2,0.59,USD,8,2025,August,31,5,Saturday,True,2025-08,Networking
2025-08-02,123456789013,Development,Amazon VPC,ap-southeast-1,0.8,USD,8,2025,August,31,5,Saturday,True,2025-08,Networking
2025-08-02,123456789014,Testing,Amazon VPC,us-west-2,0.76,USD,8,2025,August,31,5,Saturday,True,2025-08,Networking
2025-08-02,123456789012,Production,AWS Data Transfer,us-east-1,2.15,USD,8,2025,August,31,5,Saturday,True,2025-08,Networking
2025-08-02,123456789013,Development,AWS Data Transfer,ap-southeast-1,2.01,USD,8,2025,August,31,5,Saturday,True,2025-08,Networking
2025-08-02,123456789014,Testing,AWS Data Transfer,us-west-2,2.35,USD,8,2025,August,31,5,Saturday,True,2025-08,Networking
2025-08-03,123456789012,Production,Amazon EC2,us-west-2,10.07,USD,8,2025,August,31,6,Sunday,True,2025-08,Compute
2025-08-03,123456789013,Development,Amazon EC2,eu-west-1,8.18,USD,8,2025,August,31,6,Sunday,True,2025-08,Compute
2025-08-03,123456789014,Testing,Amazon EC2,eu-west-1,10.77,USD,8,2025,August,31,6,Sunday,True,2025-08,Compute
2025-08-03,123456789012,Production,Amazon S3,ap-southeast-1,3.65,USD,8,2025,August,31,6,Sunday,True,2025-08,Storage
2025-08-03,123456789013,Development,Amazon S3,us-west-2,3.5,USD,8,2025,August,31,6,Sunday,True,2025-08,Storage
2025-08-03,123456789014,Testing,Amazon S3,eu-west-1,2.51,USD,8,2025,August,31,6,Sunday,True,2025-08,Storage
2025-08-03,123456789012,Production,Amazon RDS,us-west-2,4.99,USD,8,2025,August,31,6,Sunday,True,2025-08,Database
2025-08-03,123456789013,Development,Amazon RDS,eu-west-1,7.6,USD,8,2025,August,31,6,Sunday,True,2025-08,Database
2025-08-03,123456789014,Testing,Amazon RDS,eu-west-1,7.79,USD,8,2025,August,31,6,Sunday,True,2025-08,Database
2025-08-03,123456789012,Production,AWS Lambda,ap-southeast-1,1.39,USD,8,2025,August,31,6,Sunday,True,2025-08,Compute
2025-08-03,123456789013,Development,AWS Lambda,eu-west-1,1.43,USD,8,2025,August,31,6,Sunday,True,2025-08,Compute
2025-08-03,123456789014,Testing,AWS Lambda,us-east-1,1.14,USD,8,2025,August,31,6,Sunday,True,2025-08,Compute
2025-08-03,123456789012,Production,Amazon CloudFront,eu-west-1,5.03,USD,8,2025,August,31,6,Sunday,True,2025-08,Networking
2025-08-03,123456789013,Development,Amazon CloudFront,ap-southeast-1,5.35,USD,8,2025,August,31,6,Sunday,True,2025-08,Networking
2025-08-03,123456789014,Testing,Amazon CloudFront,eu-west-1,5.29,USD,8,2025,August,31,6,Sunday,True,2025-08,Networking
2025-08-03,123456789012,Production,Amazon DynamoDB,us-west-2,2.29,USD,8,2025,August,31,6,Sunday,True,2025-08,Database
2025-08-03,123456789013,Development,Amazon DynamoDB,ap-southeast-1,1.66,USD,8,2025,August,31,6,Sunday,True,2025-08,Database
2025-08-03,123456789014,Testing,Amazon DynamoDB,us-east-1,2.19,USD,8,2025,August,31,6,Sunday,True,2025-08,Database
2025-08-03,123456789012,Production,Amazon ECS,us-west-2,8.19,USD,8,2025,August,31,6,Sunday,True,2025-08,Compute
2025-08-03,123456789013,Development,Amazon ECS,us-west-2,7.43,USD,8,2025,August,31,6,Sunday,True,2025-08,Compute
2025-08-03,123456789014,Testing,Amazon ECS,us-east-1,9.11,USD,8,2025,August,31,6,Sunday,True,2025-08,Compute
2025-08-03,123456789012,Production,Amazon VPC,eu-west-1,0.64,USD,8,2025,August,31,6,Sunday,True,2025-08,Networking
2025-08-03,123456789013,Development,Amazon VPC,us-east-1,0.68,USD,8,2025,August,31,6,Sunday,True,2025-08,Networking
2025-08-03,123456789014,Testing,Amazon VPC,ap-southeast-1,0.6,USD,8,2025,August,31,6,Sunday,True,2025-08,Networking
2025-08-03,123456789012,Production,AWS Data Transfer,us-west-2,2.81,USD,8,2025,August,31,6,Sunday,True,2025-08,Networking
2025-08-03,123456789013,Development,AWS Data Transfer,us-east-1,2.33,USD,8,2025,August,31,6,Sunday,True,2025-08,Networking
2025-08-03,123456789014,Testing,AWS Data Transfer,ap-southeast-1,3.04,USD,8,2025,August,31,6,Sunday,True,2025-08,Networking
2025-08-04,123456789012,Production,Amazon EC2,eu-west-1,16.94,USD,8,2025,August,32,0,Monday,False,2025-08,Compute
2025-08-04,123456789013,Development,Amazon EC2,us-west-2,15.96,USD,8,2025,August,32,0,Monday,False,2025-08,Compute
2025-08-04,123456789014,Testing,Amazon EC2,ap-southeast-1,21.49,USD,8,2025,August,32,0,Monday,False,2025-08,Compute
2025-08-04,123456789012,Production,Amazon S3,us-west-2,7.76,USD,8,2025,August,32,0,Monday,False,2025-08,Storage
2025-08-04,123456789013,Development,Amazon S3,ap-southeast-1,7.83,USD,8,2025,August,32,0,Monday,False,2025-08,Storage
2025-08-04,123456789014,Testing,Amazon S3,eu-west-1,5.51,USD,8,2025,August,32,0,Monday,False,2025-08,Storage
2025-08-04,123456789012,Production,Amazon RDS,us-west-2,13.09,USD,8,2025,August,32,0,Monday,False,2025-08,Database
2025-08-04,123456789013,Development,Amazon RDS,us-east-1,10.0,USD,8,2025,August,32,0,Monday,False,2025-08,Database
2025-08-04,123456789014,Testing,Amazon RDS,ap-southeast-1,14.24,USD,8,2025,August,32,0,Monday,False,2025-08,Database
2025-08-04,123456789012,Production,AWS Lambda,ap-southeast-1,3.03,USD,8,2025,August,32,0,Monday,False,2025-08,Compute
2025-08-04,123456789013,Development,AWS Lambda,ap-southeast-1,2.7,USD,8,2025,August,32,0,Monday,False,2025-08,Compute
2025-08-04,123456789014,Testing,AWS Lambda,us-west-2,3.01,USD,8,2025,August,32,0,Monday,False,2025-08,Compute
2025-08-04,123456789012,Production,Amazon CloudFront,ap-southeast-1,12.93,USD,8,2025,August,32,0,Monday,False,2025-08,Networking
2025-08-04,123456789013,Development,Amazon CloudFront,us-east-1,9.08,USD,8,2025,August,32,0,Monday,False,2025-08,Networking
2025-08-04,123456789014,Testing,Amazon CloudFront,ap-southeast-1,11.15,USD,8,2025,August,32,0,Monday,False,2025-08,Networking
2025-08-04,123456789012,Production,Amazon DynamoDB,us-west-2,3.9,USD,8,2025,August,32,0,Monday,False,2025-08,Database
2025-08-04,123456789013,Development,Amazon DynamoDB,us-west-2,4.78,USD,8,2025,August,32,0,Monday,False,2025-08,Database
2025-08-04,123456789014,Testing,Amazon DynamoDB,us-east-1,4.43,USD,8,2025,August,32,0,Monday,False,2025-08,Database
2025-08-04,123456789012,Production,Amazon ECS,us-west-2,12.57,USD,8,2025,August,32,0,Monday,False,2025-08,Compute
2025-08-04,123456789013,Development,Amazon ECS,us-west-2,15.21,USD,8,2025,August,32,0,Monday,False,2025-08,Compute
2025-08-04,123456789014,Testing,Amazon ECS,us-west-2,15.02,USD,8,2025,August,32,0,Monday,False,2025-08,Compute
2025-08-04,123456789012,Production,Amazon VPC,us-west-2,1.59,USD,8,2025,August,32,0,Monday,False,2025-08,Networking
2025-08-04,123456789013,Development,Amazon VPC,eu-west-1,1.31,USD,8,2025,August,32,0,Monday,False,2025-08,Networking
2025-08-04,123456789014,Testing,Amazon VPC,ap-southeast-1,1.09,USD,8,2025,August,32,0,Monday,False,2025-08,Networking
2025-08-04,123456789012,Production,AWS Data Transfer,us-east-1,4.08,USD,8,2025,August,32,0,Monday,False,2025-08,Networking
