Date,AccountId,AccountName,Service,Region,Cost,Currency,Month
2025-07-28,123456789014,Testing,Amazon S3,us-east-1,6.57,USD,2025-07
2025-07-28,123456789012,Production,Amazon RDS,us-west-2,13.49,USD,2025-07
2025-07-28,123456789013,Development,Amazon RDS,ap-southeast-1,10.38,USD,2025-07
2025-07-28,123456789014,Testing,Amazon RDS,us-east-1,13.58,USD,2025-07
2025-07-28,123456789012,Production,AWS Lambda,us-west-2,2.89,USD,2025-07
2025-07-28,123456789013,Development,AWS Lambda,eu-west-1,2.24,USD,2025-07
2025-07-28,123456789014,Testing,AWS Lambda,eu-west-1,3.1,USD,2025-07
2025-07-28,123456789012,Production,Amazon CloudFront,us-west-2,7.95,USD,2025-07
2025-07-28,123456789013,Development,Amazon CloudFront,ap-southeast-1,10.62,USD,2025-07
2025-07-28,123456789014,Testing,Amazon CloudFront,us-west-2,11.94,USD,2025-07
2025-07-28,123456789012,Production,Amazon DynamoDB,us-west-2,4.02,USD,2025-07
2025-07-28,123456789013,Development,Amazon DynamoDB,us-east-1,4.16,USD,2025-07
2025-07-28,123456789014,Testing,Amazon DynamoDB,eu-west-1,4.55,USD,2025-07
2025-07-28,123456789012,Production,Amazon ECS,us-west-2,13.02,USD,2025-07
2025-07-28,123456789013,Development,Amazon ECS,us-east-1,12.32,USD,2025-07
2025-07-28,123456789014,Testing,Amazon ECS,us-east-1,16.63,USD,2025-07
2025-07-28,123456789012,Production,Amazon VPC,ap-southeast-1,1.49,USD,2025-07
2025-07-28,123456789013,Development,Amazon VPC,us-east-1,1.13,USD,2025-07
2025-07-28,123456789014,Testing,Amazon VPC,ap-southeast-1,1.53,USD,2025-07
2025-07-28,123456789012,Production,AWS Data Transfer,us-west-2,5.21,USD,2025-07
2025-07-28,123456789013,Development,AWS Data Transfer,eu-west-1,4.45,USD,2025-07
2025-07-28,123456789014,Testing,AWS Data Transfer,ap-southeast-1,5.43,USD,2025-07
2025-07-29,123456789012,Production,Amazon EC2,us-east-1,15.46,USD,2025-07
2025-07-29,123456789013,Development,Amazon EC2,eu-west-1,22.68,USD,2025-07
2025-07-29,123456789014,Testing,Amazon EC2,eu-west-1,16.26,USD,2025-07
2025-07-29,123456789012,Production,Amazon S3,ap-southeast-1,6.05,USD,2025-07
2025-07-29,123456789013,Development,Amazon S3,us-west-2,6.03,USD,2025-07
2025-07-29,123456789014,Testing,Amazon S3,ap-southeast-1,5.7,USD,2025-07
2025-07-29,123456789012,Production,Amazon RDS,us-west-2,14.3,USD,2025-07
2025-07-29,123456789013,Development,Amazon RDS,eu-west-1,11.68,USD,2025-07
2025-07-29,123456789014,Testing,Amazon RDS,eu-west-1,13.21,USD,2025-07
2025-07-29,123456789012,Production,AWS Lambda,us-east-1,2.58,USD,2025-07
2025-07-29,123456789013,Development,AWS Lambda,ap-southeast-1,3.02,USD,2025-07
2025-07-29,123456789014,Testing,AWS Lambda,eu-west-1,2.27,USD,2025-07
2025-07-29,123456789012,Production,Amazon CloudFront,us-west-2,12.61,USD,2025-07
2025-07-29,123456789013,Development,Amazon CloudFront,us-east-1,10.12,USD,2025-07
2025-07-29,123456789014,Testing,Amazon CloudFront,us-west-2,9.39,USD,2025-07
2025-07-29,123456789012,Production,Amazon DynamoDB,eu-west-1,4.24,USD,2025-07
2025-07-29,123456789013,Development,Amazon DynamoDB,us-east-1,3.86,USD,2025-07
2025-07-29,123456789014,Testing,Amazon DynamoDB,ap-southeast-1,4.21,USD,2025-07
2025-07-29,123456789012,Production,Amazon ECS,ap-southeast-1,14.57,USD,2025-07
2025-07-29,123456789013,Development,Amazon ECS,ap-southeast-1,18.15,USD,2025-07
2025-07-29,123456789014,Testing,Amazon ECS,ap-southeast-1,14.59,USD,2025-07
2025-07-29,123456789012,Production,Amazon VPC,ap-southeast-1,1.46,USD,2025-07
2025-07-29,123456789013,Development,Amazon VPC,us-east-1,1.04,USD,2025-07
2025-07-29,123456789014,Testing,Amazon VPC,eu-west-1,1.3,USD,2025-07
2025-07-29,123456789012,Production,AWS Data Transfer,us-west-2,6.14,USD,2025-07
2025-07-29,123456789013,Development,AWS Data Transfer,ap-southeast-1,5.75,USD,2025-07
2025-07-29,123456789014,Testing,AWS Data Transfer,eu-west-1,4.66,USD,2025-07
2025-07-30,123456789012,Production,Amazon EC2,us-east-1,16.84,USD,2025-07
2025-07-30,123456789013,Development,Amazon EC2,ap-southeast-1,19.9,USD,2025-07
2025-07-30,123456789014,Testing,Amazon EC2,eu-west-1,22.48,USD,2025-07
2025-07-30,123456789012,Production,Amazon S3,us-west-2,5.05,USD,2025-07
2025-07-30,123456789013,Development,Amazon S3,ap-southeast-1,7.21,USD,2025-07
2025-07-30,123456789014,Testing,Amazon S3,us-east-1,6.86,USD,2025-07
2025-07-30,123456789012,Production,Amazon RDS,us-east-1,11.79,USD,2025-07
2025-07-30,123456789013,Development,Amazon RDS,ap-southeast-1,11.17,USD,2025-07
2025-07-30,123456789014,Testing,Amazon RDS,us-west-2,14.98,USD,2025-07
2025-07-30,123456789012,Production,AWS Lambda,us-west-2,2.02,USD,2025-07
2025-07-30,123456789013,Development,AWS Lambda,us-east-1,2.5,USD,2025-07
2025-07-30,123456789014,Testing,AWS Lambda,us-east-1,2.91,USD,2025-07
2025-07-30,123456789012,Production,Amazon CloudFront,eu-west-1,12.35,USD,2025-07
2025-07-30,123456789013,Development,Amazon CloudFront,ap-southeast-1,9.42,USD,2025-07
2025-07-30,123456789014,Testing,Amazon CloudFront,eu-west-1,9.18,USD,2025-07
2025-07-30,123456789012,Production,Amazon DynamoDB,us-west-2,3.25,USD,2025-07
2025-07-30,123456789013,Development,Amazon DynamoDB,eu-west-1,3.72,USD,2025-07
2025-07-30,123456789014,Testing,Amazon DynamoDB,eu-west-1,3.81,USD,2025-07
2025-07-30,123456789012,Production,Amazon ECS,us-west-2,15.37,USD,2025-07
2025-07-30,123456789013,Development,Amazon ECS,eu-west-1,19.23,USD,2025-07
2025-07-30,123456789014,Testing,Amazon ECS,us-east-1,15.71,USD,2025-07
2025-07-30,123456789012,Production,Amazon VPC,us-east-1,1.42,USD,2025-07
2025-07-30,123456789013,Development,Amazon VPC,us-west-2,1.11,USD,2025-07
2025-07-30,123456789014,Testing,Amazon VPC,ap-southeast-1,1.32,USD,2025-07
2025-07-30,123456789012,Production,AWS Data Transfer,us-east-1,6.31,USD,2025-07
2025-07-30,123456789013,Development,AWS Data Transfer,eu-west-1,4.34,USD,2025-07
2025-07-30,123456789014,Testing,AWS Data Transfer,eu-west-1,4.04,USD,2025-07
2025-07-31,123456789012,Production,Amazon EC2,us-east-1,17.55,USD,2025-07
2025-07-31,123456789013,Development,Amazon EC2,ap-southeast-1,22.34,USD,2025-07
2025-07-31,123456789014,Testing,Amazon EC2,us-west-2,22.4,USD,2025-07
2025-07-31,123456789012,Production,Amazon S3,ap-southeast-1,6.61,USD,2025-07
2025-07-31,123456789013,Development,Amazon S3,eu-west-1,5.24,USD,2025-07
2025-07-31,123456789014,Testing,Amazon S3,us-west-2,5.58,USD,2025-07
2025-07-31,123456789012,Production,Amazon RDS,us-east-1,15.11,USD,2025-07
2025-07-31,123456789013,Development,Amazon RDS,us-west-2,11.68,USD,2025-07
2025-07-31,123456789014,Testing,Amazon RDS,us-east-1,15.44,USD,2025-07
2025-07-31,123456789012,Production,AWS Lambda,eu-west-1,2.62,USD,2025-07
2025-07-31,123456789013,Development,AWS Lambda,us-east-1,2.77,USD,2025-07
2025-07-31,123456789014,Testing,AWS Lambda,eu-west-1,2.47,USD,2025-07
2025-07-31,123456789012,Production,Amazon CloudFront,eu-west-1,10.7,USD,2025-07
2025-07-31,123456789013,Development,Amazon CloudFront,ap-southeast-1,12.6,USD,2025-07
2025-07-31,123456789014,Testing,Amazon CloudFront,us-east-1,10.22,USD,2025-07
2025-07-31,123456789012,Production,Amazon DynamoDB,eu-west-1,3.41,USD,2025-07
2025-07-31,123456789013,Development,Amazon DynamoDB,us-west-2,3.02,USD,2025-07
2025-07-31,123456789014,Testing,Amazon DynamoDB,ap-southeast-1,4.64,USD,2025-07
2025-07-31,123456789012,Production,Amazon ECS,us-west-2,15.74,USD,2025-07
2025-07-31,123456789013,Development,Amazon ECS,us-east-1,14.36,USD,2025-07
2025-07-31,123456789014,Testing,Amazon ECS,eu-west-1,15.6,USD,2025-07
2025-07-31,123456789012,Production,Amazon VPC,eu-west-1,1.15,USD,2025-07
2025-07-31,123456789013,Development,Amazon VPC,us-east-1,1.32,USD,2025-07
2025-07-31,123456789014,Testing,Amazon VPC,eu-west-1,1.41,USD,2025-07
2025-07-31,123456789012,Production,AWS Data Transfer,us-east-1,5.65,USD,2025-07
2025-07-31,123456789013,Development,AWS Data Transfer,ap-southeast-1,5.67,USD,2025-07
2025-07-31,123456789014,Testing,AWS Data Transfer,us-west-2,6.06,USD,2025-07
2025-08-01,123456789012,Production,Amazon EC2,us-east-1,18.61,USD,2025-08
2025-08-01,123456789013,Development,Amazon EC2,ap-southeast-1,20.05,USD,2025-08
2025-08-01,123456789014,Testing,Amazon EC2,ap-southeast-1,17.36,USD,2025-08
2025-08-01,123456789012,Production,Amazon S3,ap-southeast-1,7.86,USD,2025-08
2025-08-01,123456789013,Development,Amazon S3,us-west-2,5.76,USD,2025-08
2025-08-01,123456789014,Testing,Amazon S3,eu-west-1,8.06,USD,2025-08
2025-08-01,123456789012,Production,Amazon RDS,ap-southeast-1,14.4,USD,2025-08
2025-08-01,123456789013,Development,Amazon RDS,ap-southeast-1,12.89,USD,2025-08
2025-08-01,123456789014,Testing,Amazon RDS,ap-southeast-1,13.82,USD,2025-08
2025-08-01,123456789012,Production,AWS Lambda,us-west-2,2.85,USD,2025-08
2025-08-01,123456789013,Development,AWS Lambda,us-west-2,2.41,USD,2025-08
2025-08-01,123456789014,Testing,AWS Lambda,eu-west-1,2.14,USD,2025-08
2025-08-01,123456789012,Production,Amazon CloudFront,us-west-2,10.88,USD,2025-08
2025-08-01,123456789013,Development,Amazon CloudFront,ap-southeast-1,9.28,USD,2025-08
2025-08-01,123456789014,Testing,Amazon CloudFront,us-east-1,11.03,USD,2025-08
2025-08-01,123456789012,Production,Amazon DynamoDB,eu-west-1,3.0,USD,2025-08
2025-08-01,123456789013,Development,Amazon DynamoDB,us-west-2,4.51,USD,2025-08
2025-08-01,123456789014,Testing,Amazon DynamoDB,us-west-2,3.09,USD,2025-08
2025-08-01,123456789012,Production,Amazon ECS,us-east-1,15.61,USD,2025-08
2025-08-01,123456789013,Development,Amazon ECS,eu-west-1,17.31,USD,2025-08
2025-08-01,123456789014,Testing,Amazon ECS,eu-west-1,17.4,USD,2025-08
2025-08-01,123456789012,Production,Amazon VPC,us-west-2,1.04,USD,2025-08
2025-08-01,123456789013,Development,Amazon VPC,ap-southeast-1,1.5,USD,2025-08
2025-08-01,123456789014,Testing,Amazon VPC,eu-west-1,1.35,USD,2025-08
2025-08-01,123456789012,Production,AWS Data Transfer,eu-west-1,5.05,USD,2025-08
2025-08-01,123456789013,Development,AWS Data Transfer,us-east-1,5.64,USD,2025-08
2025-08-01,123456789014,Testing,AWS Data Transfer,us-east-1,4.87,USD,2025-08
2025-08-02,123456789012,Production,Amazon EC2,us-east-1,10.29,USD,2025-08
2025-08-02,123456789013,Development,Amazon EC2,ap-southeast-1,7.91,USD,2025-08
2025-08-02,123456789014,Testing,Amazon EC2,us-west-2,9.91,USD,2025-08
2025-08-02,123456789012,Production,Amazon S3,ap-southeast-1,3.4,USD,2025-08
2025-08-02,123456789013,Development,Amazon S3,eu-west-1,3.89,USD,2025-08
2025-08-02,123456789014,Testing,Amazon S3,ap-southeast-1,4.0,USD,2025-08
2025-08-02,123456789012,Production,Amazon RDS,us-east-1,5.81,USD,2025-08
2025-08-02,123456789013,Development,Amazon RDS,eu-west-1,6.16,USD,2025-08
2025-08-02,123456789014,Testing,Amazon RDS,eu-west-1,6.38,USD,2025-08
2025-08-02,123456789012,Production,AWS Lambda,us-west-2,1.59,USD,2025-08
2025-08-02,123456789013,Development,AWS Lambda,eu-west-1,1.44,USD,2025-08
2025-08-02,123456789014,Testing,AWS Lambda,us-west-2,1.39,USD,2025-08
2025-08-02,123456789012,Production,Amazon CloudFront,us-west-2,4.26,USD,2025-08
2025-08-02,123456789013,Development,Amazon CloudFront,eu-west-1,6.38,USD,2025-08
2025-08-02,123456789014,Testing,Amazon CloudFront,us-east-1,6.32,USD,2025-08
2025-08-02,123456789012,Production,Amazon DynamoDB,eu-west-1,2.42,USD,2025-08
2025-08-02,123456789013,Development,Amazon DynamoDB,ap-southeast-1,2.42,USD,2025-08
2025-08-02,123456789014,Testing,Amazon DynamoDB,us-east-1,1.62,USD,2025-08
2025-08-02,123456789012,Production,Amazon ECS,us-east-1,9.56,USD,2025-08
2025-08-02,123456789013,Development,Amazon ECS,ap-southeast-1,6.3,USD,2025-08
2025-08-02,123456789014,Testing,Amazon ECS,ap-southeast-1,9.42,USD,2025-08
2025-08-02,123456789012,Production,Amazon VPC,us-east-1,0.69,USD,2025-08
2025-08-02,123456789013,Development,Amazon VPC,us-east-1,0.58,USD,2025-08
2025-08-02,123456789014,Testing,Amazon VPC,us-west-2,0.57,USD,2025-08
2025-08-02,123456789012,Production,AWS Data Transfer,us-east-1,2.54,USD,2025-08
2025-08-02,123456789013,Development,AWS Data Transfer,ap-southeast-1,2.5,USD,2025-08
2025-08-02,123456789014,Testing,AWS Data Transfer,ap-southeast-1,2.57,USD,2025-08
2025-08-03,123456789012,Production,Amazon EC2,us-west-2,10.79,USD,2025-08
2025-08-03,123456789013,Development,Amazon EC2,eu-west-1,11.31,USD,2025-08
2025-08-03,123456789014,Testing,Amazon EC2,eu-west-1,7.61,USD,2025-08
2025-08-03,123456789012,Production,Amazon S3,us-east-1,3.3,USD,2025-08
2025-08-03,123456789013,Development,Amazon S3,us-west-2,3.0,USD,2025-08
2025-08-03,123456789014,Testing,Amazon S3,ap-southeast-1,3.63,USD,2025-08
2025-08-03,123456789012,Production,Amazon RDS,us-east-1,6.35,USD,2025-08
2025-08-03,123456789013,Development,Amazon RDS,us-west-2,5.94,USD,2025-08
2025-08-03,123456789014,Testing,Amazon RDS,us-west-2,5.46,USD,2025-08
2025-08-03,123456789012,Production,AWS Lambda,ap-southeast-1,1.04,USD,2025-08
2025-08-03,123456789013,Development,AWS Lambda,us-east-1,1.42,USD,2025-08
2025-08-03,123456789014,Testing,AWS Lambda,us-east-1,1.23,USD,2025-08
2025-08-03,123456789012,Production,Amazon CloudFront,us-east-1,5.61,USD,2025-08
2025-08-03,123456789013,Development,Amazon CloudFront,us-west-2,4.21,USD,2025-08
2025-08-03,123456789014,Testing,Amazon CloudFront,us-east-1,3.99,USD,2025-08
2025-08-03,123456789012,Production,Amazon DynamoDB,us-west-2,1.89,USD,2025-08
2025-08-03,123456789013,Development,Amazon DynamoDB,us-east-1,2.05,USD,2025-08
2025-08-03,123456789014,Testing,Amazon DynamoDB,ap-southeast-1,2.18,USD,2025-08
2025-08-03,123456789012,Production,Amazon ECS,ap-southeast-1,9.39,USD,2025-08
2025-08-03,123456789013,Development,Amazon ECS,ap-southeast-1,9.69,USD,2025-08
2025-08-03,123456789014,Testing,Amazon ECS,ap-southeast-1,8.09,USD,2025-08
2025-08-03,123456789012,Production,Amazon VPC,eu-west-1,0.63,USD,2025-08
2025-08-03,123456789013,Development,Amazon VPC,eu-west-1,0.58,USD,2025-08
2025-08-03,123456789014,Testing,Amazon VPC,ap-southeast-1,0.71,USD,2025-08
2025-08-03,123456789012,Production,AWS Data Transfer,ap-southeast-1,2.19,USD,2025-08
2025-08-03,123456789013,Development,AWS Data Transfer,ap-southeast-1,3.22,USD,2025-08
2025-08-03,123456789014,Testing,AWS Data Transfer,us-west-2,3.1,USD,2025-08
2025-08-04,123456789012,Production,Amazon EC2,ap-southeast-1,17.1,USD,2025-08
2025-08-04,123456789013,Development,Amazon EC2,us-east-1,17.19,USD,2025-08
2025-08-04,123456789014,Testing,Amazon EC2,us-west-2,17.55,USD,2025-08
2025-08-04,123456789012,Production,Amazon S3,eu-west-1,6.29,USD,2025-08
2025-08-04,123456789013,Development,Amazon S3,us-west-2,5.04,USD,2025-08
2025-08-04,123456789014,Testing,Amazon S3,eu-west-1,5.8,USD,2025-08
2025-08-04,123456789012,Production,Amazon RDS,ap-southeast-1,12.39,USD,2025-08
2025-08-04,123456789013,Development,Amazon RDS,us-east-1,12.86,USD,2025-08
2025-08-04,123456789014,Testing,Amazon RDS,eu-west-1,10.26,USD,2025-08
2025-08-04,123456789012,Production,AWS Lambda,eu-west-1,3.07,USD,2025-08
2025-08-04,123456789013,Development,AWS Lambda,eu-west-1,2.72,USD,2025-08
2025-08-04,123456789014,Testing,AWS Lambda,ap-southeast-1,2.82,USD,2025-08
2025-08-04,123456789012,Production,Amazon CloudFront,ap-southeast-1,12.79,USD,2025-08
2025-08-04,123456789013,Development,Amazon CloudFront,ap-southeast-1,9.04,USD,2025-08
2025-08-04,123456789014,Testing,Amazon CloudFront,ap-southeast-1,11.0,USD,2025-08
2025-08-04,123456789012,Production,Amazon DynamoDB,eu-west-1,3.57,USD,2025-08
2025-08-04,123456789013,Development,Amazon DynamoDB,us-east-1,4.54,USD,2025-08
2025-08-04,123456789014,Testing,Amazon DynamoDB,eu-west-1,4.68,USD,2025-08
2025-08-04,123456789012,Production,Amazon ECS,us-west-2,16.61,USD,2025-08
2025-08-04,123456789013,Development,Amazon ECS,us-west-2,18.64,USD,2025-08
2025-08-04,123456789014,Testing,Amazon ECS,eu-west-1,16.83,USD,2025-08
2025-08-04,123456789012,Production,Amazon VPC,us-west-2,1.25,USD,2025-08
2025-08-04,123456789013,Development,Amazon VPC,eu-west-1,1.09,USD,2025-08
2025-08-04,123456789014,Testing,Amazon VPC,us-east-1,1.61,USD,2025-08
2025-08-04,123456789012,Production,AWS Data Transfer,us-west-2,4.29,USD,2025-08
2025-08-04,123456789013,Development,AWS Data Transfer,us-east-1,5.6,USD,2025-08
2025-08-04,123456789014,Testing,AWS Data Transfer,us-east-1,5.25,USD,2025-08
2025-08-05,123456789012,Production,Amazon EC2,us-west-2,24.24,USD,2025-08
2025-08-05,123456789013,Development,Amazon EC2,us-west-2,19.51,USD,2025-08
2025-08-05,123456789014,Testing,Amazon EC2,us-east-1,16.57,USD,2025-08
2025-08-05,123456789012,Production,Amazon S3,us-west-2,7.71,USD,2025-08
2025-08-05,123456789013,Development,Amazon S3,eu-west-1,7.94,USD,2025-08
2025-08-05,123456789014,Testing,Amazon S3,eu-west-1,7.07,USD,2025-08
2025-08-05,123456789012,Production,Amazon RDS,us-east-1,14.15,USD,2025-08
2025-08-05,123456789013,Development,Amazon RDS,us-east-1,15.95,USD,2025-08
2025-08-05,123456789014,Testing,Amazon RDS,us-west-2,10.84,USD,2025-08
2025-08-05,123456789012,Production,AWS Lambda,us-west-2,3.06,USD,2025-08
2025-08-05,123456789013,Development,AWS Lambda,ap-southeast-1,2.1,USD,2025-08
2025-08-05,123456789014,Testing,AWS Lambda,ap-southeast-1,2.29,USD,2025-08
2025-08-05,123456789012,Production,Amazon CloudFront,us-west-2,10.95,USD,2025-08
2025-08-05,123456789013,Development,Amazon CloudFront,us-east-1,10.17,USD,2025-08
2025-08-05,123456789014,Testing,Amazon CloudFront,ap-southeast-1,9.98,USD,2025-08
2025-08-05,123456789012,Production,Amazon DynamoDB,us-east-1,3.8,USD,2025-08
2025-08-05,123456789013,Development,Amazon DynamoDB,us-west-2,4.47,USD,2025-08
2025-08-05,123456789014,Testing,Amazon DynamoDB,ap-southeast-1,4.16,USD,2025-08
2025-08-05,123456789012,Production,Amazon ECS,us-west-2,14.54,USD,2025-08
2025-08-05,123456789013,Development,Amazon ECS,eu-west-1,13.04,USD,2025-08
2025-08-05,123456789014,Testing,Amazon ECS,ap-southeast-1,19.27,USD,2025-08
2025-08-05,123456789012,Production,Amazon VPC,us-east-1,1.37,USD,2025-08
2025-08-05,123456789013,Development,Amazon VPC,ap-southeast-1,1.35,USD,2025-08
2025-08-05,123456789014,Testing,Amazon VPC,eu-west-1,1.14,USD,2025-08
2025-08-05,123456789012,Production,AWS Data Transfer,us-east-1,4.86,USD,2025-08
2025-08-05,123456789013,Development,AWS Data Transfer,ap-southeast-1,5.15,USD,2025-08
2025-08-05,123456789014,Testing,AWS Data Transfer,eu-west-1,5.61,USD,2025-08
2025-08-06,123456789012,Production,Amazon EC2,us-east-1,21.51,USD,2025-08
2025-08-06,123456789013,Development,Amazon EC2,us-west-2,21.39,USD,2025-08
2025-08-06,123456789014,Testing,Amazon EC2,eu-west-1,20.1,USD,2025-08
2025-08-06,123456789012,Production,Amazon S3,us-east-1,7.85,USD,2025-08
2025-08-06,123456789013,Development,Amazon S3,eu-west-1,7.28,USD,2025-08
2025-08-06,123456789014,Testing,Amazon S3,us-west-2,8.05,USD,2025-08
2025-08-06,123456789012,Production,Amazon RDS,us-west-2,15.93,USD,2025-08
2025-08-06,123456789013,Development,Amazon RDS,us-west-2,13.27,USD,2025-08
2025-08-06,123456789014,Testing,Amazon RDS,eu-west-1,13.87,USD,2025-08
2025-08-06,123456789012,Production,AWS Lambda,ap-southeast-1,2.0,USD,2025-08
2025-08-06,123456789013,Development,AWS Lambda,ap-southeast-1,2.49,USD,2025-08
2025-08-06,123456789014,Testing,AWS Lambda,ap-southeast-1,2.05,USD,2025-08
2025-08-06,123456789012,Production,Amazon CloudFront,eu-west-1,9.47,USD,2025-08
2025-08-06,123456789013,Development,Amazon CloudFront,us-east-1,8.26,USD,2025-08
2025-08-06,123456789014,Testing,Amazon CloudFront,us-west-2,12.9,USD,2025-08
2025-08-06,123456789012,Production,Amazon DynamoDB,eu-west-1,3.58,USD,2025-08
2025-08-06,123456789013,Development,Amazon DynamoDB,ap-southeast-1,3.59,USD,2025-08
2025-08-06,123456789014,Testing,Amazon DynamoDB,us-west-2,3.57,USD,2025-08
2025-08-06,123456789012,Production,Amazon ECS,ap-southeast-1,16.62,USD,2025-08
2025-08-06,123456789013,Development,Amazon ECS,us-west-2,12.78,USD,2025-08
2025-08-06,123456789014,Testing,Amazon ECS,ap-southeast-1,14.05,USD,2025-08
2025-08-06,123456789012,Production,Amazon VPC,us-east-1,1.13,USD,2025-08
2025-08-06,123456789013,Development,Amazon VPC,us-east-1,1.46,USD,2025-08
2025-08-06,123456789014,Testing,Amazon VPC,ap-southeast-1,1.15,USD,2025-08
2025-08-06,123456789012,Production,AWS Data Transfer,us-west-2,4.44,USD,2025-08
2025-08-06,123456789013,Development,AWS Data Transfer,eu-west-1,4.47,USD,2025-08
2025-08-06,123456789014,Testing,AWS Data Transfer,eu-west-1,5.0,USD,2025-08
2025-08-07,123456789012,Production,Amazon EC2,us-west-2,21.13,USD,2025-08
2025-08-07,123456789013,Development,Amazon EC2,eu-west-1,23.19,USD,2025-08
2025-08-07,123456789014,Testing,Amazon EC2,us-west-2,22.61,USD,2025-08
2025-08-07,123456789012,Production,Amazon S3,ap-southeast-1,7.8,USD,2025-08
2025-08-07,123456789013,Development,Amazon S3,eu-west-1,6.73,USD,2025-08
2025-08-07,123456789014,Testing,Amazon S3,us-west-2,5.36,USD,2025-08
2025-08-07,123456789012,Production,Amazon RDS,eu-west-1,10.98,USD,2025-08
2025-08-07,123456789013,Development,Amazon RDS,ap-southeast-1,15.63,USD,2025-08
2025-08-07,123456789014,Testing,Amazon RDS,us-west-2,15.72,USD,2025-08
2025-08-07,123456789012,Production,AWS Lambda,us-east-1,2.62,USD,2025-08
2025-08-07,123456789013,Development,AWS Lambda,us-west-2,2.96,USD,2025-08
2025-08-07,123456789014,Testing,AWS Lambda,eu-west-1,3.04,USD,2025-08
2025-08-07,123456789012,Production,Amazon CloudFront,us-west-2,10.55,USD,2025-08
2025-08-07,123456789013,Development,Amazon CloudFront,us-east-1,12.45,USD,2025-08
2025-08-07,123456789014,Testing,Amazon CloudFront,eu-west-1,8.98,USD,2025-08
2025-08-07,123456789012,Production,Amazon DynamoDB,eu-west-1,3.43,USD,2025-08
2025-08-07,123456789013,Development,Amazon DynamoDB,eu-west-1,3.89,USD,2025-08
2025-08-07,123456789014,Testing,Amazon DynamoDB,us-east-1,3.42,USD,2025-08
2025-08-07,123456789012,Production,Amazon ECS,ap-southeast-1,14.09,USD,2025-08
2025-08-07,123456789013,Development,Amazon ECS,eu-west-1,17.54,USD,2025-08
2025-08-07,123456789014,Testing,Amazon ECS,us-west-2,12.28,USD,2025-08
2025-08-07,123456789012,Production,Amazon VPC,us-east-1,1.62,USD,2025-08
2025-08-07,123456789013,Development,Amazon VPC,us-east-1,1.28,USD,2025-08
2025-08-07,123456789014,Testing,Amazon VPC,us-east-1,1.2,USD,2025-08
2025-08-07,123456789012,Production,AWS Data Transfer,us-west-2,4.3,USD,2025-08
2025-08-07,123456789013,Development,AWS Data Transfer,eu-west-1,5.33,USD,2025-08
2025-08-07,123456789014,Testing,AWS Data Transfer,ap-southeast-1,5.79,USD,2025-08
