Date,AccountId,AccountName,Service,Region,Cost,Currency,Month
2025-07-29,123456789013,Development,Amazon S3,ap-southeast-1,7.46,USD,2025-07
2025-07-29,123456789014,Testing,Amazon S3,eu-west-1,5.38,USD,2025-07
2025-07-29,123456789012,Production,Amazon RDS,eu-west-1,12.34,USD,2025-07
2025-07-29,123456789013,Development,Amazon RDS,us-west-2,14.97,USD,2025-07
2025-07-29,123456789014,Testing,Amazon RDS,us-east-1,12.79,USD,2025-07
2025-07-29,123456789012,Production,AWS Lambda,eu-west-1,2.17,USD,2025-07
2025-07-29,123456789013,Development,AWS Lambda,us-west-2,2.0,USD,2025-07
2025-07-29,123456789014,Testing,AWS Lambda,us-east-1,2.91,USD,2025-07
2025-07-29,123456789012,Production,Amazon CloudFront,ap-southeast-1,12.34,USD,2025-07
2025-07-29,123456789013,Development,Amazon CloudFront,us-west-2,10.02,USD,2025-07
2025-07-29,123456789014,Testing,Amazon CloudFront,ap-southeast-1,11.95,USD,2025-07
2025-07-29,123456789012,Production,Amazon DynamoDB,us-west-2,3.86,USD,2025-07
2025-07-29,123456789013,Development,Amazon DynamoDB,ap-southeast-1,3.34,USD,2025-07
2025-07-29,123456789014,Testing,Amazon DynamoDB,us-east-1,4.02,USD,2025-07
2025-07-29,123456789012,Production,Amazon ECS,us-east-1,13.03,USD,2025-07
2025-07-29,123456789013,Development,Amazon ECS,eu-west-1,12.76,USD,2025-07
2025-07-29,123456789014,Testing,Amazon ECS,eu-west-1,16.83,USD,2025-07
2025-07-29,123456789012,Production,Amazon VPC,ap-southeast-1,1.18,USD,2025-07
2025-07-29,123456789013,Development,Amazon VPC,us-east-1,1.31,USD,2025-07
2025-07-29,123456789014,Testing,Amazon VPC,ap-southeast-1,1.6,USD,2025-07
2025-07-29,123456789012,Production,AWS Data Transfer,us-east-1,5.13,USD,2025-07
2025-07-29,123456789013,Development,AWS Data Transfer,us-east-1,5.94,USD,2025-07
2025-07-29,123456789014,Testing,AWS Data Transfer,us-east-1,4.09,USD,2025-07
2025-07-30,123456789012,Production,Amazon EC2,us-east-1,21.08,USD,2025-07
2025-07-30,123456789013,Development,Amazon EC2,us-west-2,18.73,USD,2025-07
2025-07-30,123456789014,Testing,Amazon EC2,us-west-2,15.56,USD,2025-07
2025-07-30,123456789012,Production,Amazon S3,eu-west-1,7.61,USD,2025-07
2025-07-30,123456789013,Development,Amazon S3,ap-southeast-1,7.18,USD,2025-07
2025-07-30,123456789014,Testing,Amazon S3,us-west-2,6.51,USD,2025-07
2025-07-30,123456789012,Production,Amazon RDS,us-east-1,11.56,USD,2025-07
2025-07-30,123456789013,Development,Amazon RDS,ap-southeast-1,10.71,USD,2025-07
2025-07-30,123456789014,Testing,Amazon RDS,ap-southeast-1,12.06,USD,2025-07
2025-07-30,123456789012,Production,AWS Lambda,us-west-2,3.01,USD,2025-07
2025-07-30,123456789013,Development,AWS Lambda,ap-southeast-1,2.87,USD,2025-07
2025-07-30,123456789014,Testing,AWS Lambda,us-east-1,2.27,USD,2025-07
2025-07-30,123456789012,Production,Amazon CloudFront,eu-west-1,10.81,USD,2025-07
2025-07-30,123456789013,Development,Amazon CloudFront,ap-southeast-1,12.41,USD,2025-07
2025-07-30,123456789014,Testing,Amazon CloudFront,us-east-1,9.79,USD,2025-07
2025-07-30,123456789012,Production,Amazon DynamoDB,us-east-1,4.53,USD,2025-07
2025-07-30,123456789013,Development,Amazon DynamoDB,us-west-2,3.29,USD,2025-07
2025-07-30,123456789014,Testing,Amazon DynamoDB,us-east-1,3.02,USD,2025-07
2025-07-30,123456789012,Production,Amazon ECS,eu-west-1,18.68,USD,2025-07
2025-07-30,123456789013,Development,Amazon ECS,us-west-2,13.89,USD,2025-07
2025-07-30,123456789014,Testing,Amazon ECS,us-west-2,13.09,USD,2025-07
2025-07-30,123456789012,Production,Amazon VPC,ap-southeast-1,1.2,USD,2025-07
2025-07-30,123456789013,Development,Amazon VPC,eu-west-1,1.17,USD,2025-07
2025-07-30,123456789014,Testing,Amazon VPC,us-west-2,1.29,USD,2025-07
2025-07-30,123456789012,Production,AWS Data Transfer,ap-southeast-1,5.4,USD,2025-07
2025-07-30,123456789013,Development,AWS Data Transfer,eu-west-1,5.65,USD,2025-07
2025-07-30,123456789014,Testing,AWS Data Transfer,eu-west-1,4.78,USD,2025-07
2025-07-31,123456789012,Production,Amazon EC2,us-east-1,23.16,USD,2025-07
2025-07-31,123456789013,Development,Amazon EC2,us-east-1,16.62,USD,2025-07
2025-07-31,123456789014,Testing,Amazon EC2,us-east-1,20.7,USD,2025-07
2025-07-31,123456789012,Production,Amazon S3,ap-southeast-1,7.83,USD,2025-07
2025-07-31,123456789013,Development,Amazon S3,eu-west-1,7.08,USD,2025-07
2025-07-31,123456789014,Testing,Amazon S3,us-west-2,7.76,USD,2025-07
2025-07-31,123456789012,Production,Amazon RDS,us-east-1,14.76,USD,2025-07
2025-07-31,123456789013,Development,Amazon RDS,eu-west-1,12.84,USD,2025-07
2025-07-31,123456789014,Testing,Amazon RDS,eu-west-1,15.92,USD,2025-07
2025-07-31,123456789012,Production,AWS Lambda,ap-southeast-1,2.58,USD,2025-07
2025-07-31,123456789013,Development,AWS Lambda,us-east-1,2.02,USD,2025-07
2025-07-31,123456789014,Testing,AWS Lambda,ap-southeast-1,2.21,USD,2025-07
2025-07-31,123456789012,Production,Amazon CloudFront,ap-southeast-1,9.86,USD,2025-07
2025-07-31,123456789013,Development,Amazon CloudFront,us-east-1,11.19,USD,2025-07
2025-07-31,123456789014,Testing,Amazon CloudFront,ap-southeast-1,9.69,USD,2025-07
2025-07-31,123456789012,Production,Amazon DynamoDB,us-east-1,4.4,USD,2025-07
2025-07-31,123456789013,Development,Amazon DynamoDB,us-west-2,4.83,USD,2025-07
2025-07-31,123456789014,Testing,Amazon DynamoDB,us-west-2,4.39,USD,2025-07
2025-07-31,123456789012,Production,Amazon ECS,ap-southeast-1,15.55,USD,2025-07
2025-07-31,123456789013,Development,Amazon ECS,eu-west-1,13.52,USD,2025-07
2025-07-31,123456789014,Testing,Amazon ECS,us-east-1,17.23,USD,2025-07
2025-07-31,123456789012,Production,Amazon VPC,eu-west-1,1.55,USD,2025-07
2025-07-31,123456789013,Development,Amazon VPC,us-east-1,1.61,USD,2025-07
2025-07-31,123456789014,Testing,Amazon VPC,ap-southeast-1,1.16,USD,2025-07
2025-07-31,123456789012,Production,AWS Data Transfer,us-west-2,5.7,USD,2025-07
2025-07-31,123456789013,Development,AWS Data Transfer,us-east-1,4.12,USD,2025-07
2025-07-31,123456789014,Testing,AWS Data Transfer,ap-southeast-1,4.94,USD,2025-07
2025-08-01,123456789012,Production,Amazon EC2,us-west-2,23.87,USD,2025-08
2025-08-01,123456789013,Development,Amazon EC2,us-west-2,19.92,USD,2025-08
2025-08-01,123456789014,Testing,Amazon EC2,eu-west-1,16.5,USD,2025-08
2025-08-01,123456789012,Production,Amazon S3,us-east-1,5.52,USD,2025-08
2025-08-01,123456789013,Development,Amazon S3,ap-southeast-1,7.35,USD,2025-08
2025-08-01,123456789014,Testing,Amazon S3,us-east-1,5.07,USD,2025-08
2025-08-01,123456789012,Production,Amazon RDS,ap-southeast-1,12.53,USD,2025-08
2025-08-01,123456789013,Development,Amazon RDS,us-east-1,15.86,USD,2025-08
2025-08-01,123456789014,Testing,Amazon RDS,eu-west-1,12.12,USD,2025-08
2025-08-01,123456789012,Production,AWS Lambda,eu-west-1,3.19,USD,2025-08
2025-08-01,123456789013,Development,AWS Lambda,us-west-2,2.69,USD,2025-08
2025-08-01,123456789014,Testing,AWS Lambda,eu-west-1,2.29,USD,2025-08
2025-08-01,123456789012,Production,Amazon CloudFront,eu-west-1,9.73,USD,2025-08
2025-08-01,123456789013,Development,Amazon CloudFront,ap-southeast-1,9.33,USD,2025-08
2025-08-01,123456789014,Testing,Amazon CloudFront,us-west-2,9.65,USD,2025-08
2025-08-01,123456789012,Production,Amazon DynamoDB,us-east-1,3.52,USD,2025-08
2025-08-01,123456789013,Development,Amazon DynamoDB,us-east-1,4.36,USD,2025-08
2025-08-01,123456789014,Testing,Amazon DynamoDB,eu-west-1,4.36,USD,2025-08
2025-08-01,123456789012,Production,Amazon ECS,eu-west-1,18.09,USD,2025-08
2025-08-01,123456789013,Development,Amazon ECS,us-west-2,12.86,USD,2025-08
2025-08-01,123456789014,Testing,Amazon ECS,us-west-2,13.15,USD,2025-08
2025-08-01,123456789012,Production,Amazon VPC,ap-southeast-1,1.15,USD,2025-08
2025-08-01,123456789013,Development,Amazon VPC,eu-west-1,1.15,USD,2025-08
2025-08-01,123456789014,Testing,Amazon VPC,us-east-1,1.3,USD,2025-08
2025-08-01,123456789012,Production,AWS Data Transfer,ap-southeast-1,6.31,USD,2025-08
2025-08-01,123456789013,Development,AWS Data Transfer,eu-west-1,5.75,USD,2025-08
2025-08-01,123456789014,Testing,AWS Data Transfer,us-west-2,4.82,USD,2025-08
2025-08-02,123456789012,Production,Amazon EC2,us-west-2,11.44,USD,2025-08
2025-08-02,123456789013,Development,Amazon EC2,us-east-1,9.67,USD,2025-08
2025-08-02,123456789014,Testing,Amazon EC2,us-west-2,8.6,USD,2025-08
2025-08-02,123456789012,Production,Amazon S3,ap-southeast-1,3.95,USD,2025-08
2025-08-02,123456789013,Development,Amazon S3,us-west-2,3.89,USD,2025-08
2025-08-02,123456789014,Testing,Amazon S3,us-west-2,3.38,USD,2025-08
2025-08-02,123456789012,Production,Amazon RDS,us-west-2,7.83,USD,2025-08
2025-08-02,123456789013,Development,Amazon RDS,ap-southeast-1,5.42,USD,2025-08
2025-08-02,123456789014,Testing,Amazon RDS,eu-west-1,7.4,USD,2025-08
2025-08-02,123456789012,Production,AWS Lambda,us-east-1,1.59,USD,2025-08
2025-08-02,123456789013,Development,AWS Lambda,us-east-1,1.04,USD,2025-08
2025-08-02,123456789014,Testing,AWS Lambda,us-east-1,1.47,USD,2025-08
2025-08-02,123456789012,Production,Amazon CloudFront,eu-west-1,6.09,USD,2025-08
2025-08-02,123456789013,Development,Amazon CloudFront,eu-west-1,4.29,USD,2025-08
2025-08-02,123456789014,Testing,Amazon CloudFront,ap-southeast-1,4.91,USD,2025-08
2025-08-02,123456789012,Production,Amazon DynamoDB,eu-west-1,1.54,USD,2025-08
2025-08-02,123456789013,Development,Amazon DynamoDB,eu-west-1,2.28,USD,2025-08
2025-08-02,123456789014,Testing,Amazon DynamoDB,ap-southeast-1,1.88,USD,2025-08
2025-08-02,123456789012,Production,Amazon ECS,ap-southeast-1,7.61,USD,2025-08
2025-08-02,123456789013,Development,Amazon ECS,eu-west-1,9.58,USD,2025-08
2025-08-02,123456789014,Testing,Amazon ECS,eu-west-1,7.48,USD,2025-08
2025-08-02,123456789012,Production,Amazon VPC,us-west-2,0.66,USD,2025-08
2025-08-02,123456789013,Development,Amazon VPC,us-east-1,0.53,USD,2025-08
2025-08-02,123456789014,Testing,Amazon VPC,us-east-1,0.6,USD,2025-08
2025-08-02,123456789012,Production,AWS Data Transfer,us-east-1,3.2,USD,2025-08
2025-08-02,123456789013,Development,AWS Data Transfer,us-east-1,2.99,USD,2025-08
2025-08-02,123456789014,Testing,AWS Data Transfer,eu-west-1,2.33,USD,2025-08
2025-08-03,123456789012,Production,Amazon EC2,ap-southeast-1,10.75,USD,2025-08
2025-08-03,123456789013,Development,Amazon EC2,us-west-2,8.31,USD,2025-08
2025-08-03,123456789014,Testing,Amazon EC2,eu-west-1,8.12,USD,2025-08
2025-08-03,123456789012,Production,Amazon S3,us-east-1,2.54,USD,2025-08
2025-08-03,123456789013,Development,Amazon S3,us-east-1,3.41,USD,2025-08
2025-08-03,123456789014,Testing,Amazon S3,us-west-2,3.04,USD,2025-08
2025-08-03,123456789012,Production,Amazon RDS,eu-west-1,5.92,USD,2025-08
2025-08-03,123456789013,Development,Amazon RDS,us-west-2,5.98,USD,2025-08
2025-08-03,123456789014,Testing,Amazon RDS,ap-southeast-1,7.55,USD,2025-08
2025-08-03,123456789012,Production,AWS Lambda,us-west-2,1.42,USD,2025-08
2025-08-03,123456789013,Development,AWS Lambda,us-east-1,1.08,USD,2025-08
2025-08-03,123456789014,Testing,AWS Lambda,ap-southeast-1,1.41,USD,2025-08
2025-08-03,123456789012,Production,Amazon CloudFront,ap-southeast-1,4.44,USD,2025-08
2025-08-03,123456789013,Development,Amazon CloudFront,us-east-1,5.9,USD,2025-08
2025-08-03,123456789014,Testing,Amazon CloudFront,ap-southeast-1,5.94,USD,2025-08
2025-08-03,123456789012,Production,Amazon DynamoDB,us-east-1,1.9,USD,2025-08
2025-08-03,123456789013,Development,Amazon DynamoDB,us-west-2,1.75,USD,2025-08
2025-08-03,123456789014,Testing,Amazon DynamoDB,us-east-1,1.64,USD,2025-08
2025-08-03,123456789012,Production,Amazon ECS,us-east-1,7.46,USD,2025-08
2025-08-03,123456789013,Development,Amazon ECS,us-east-1,9.69,USD,2025-08
2025-08-03,123456789014,Testing,Amazon ECS,ap-southeast-1,7.9,USD,2025-08
2025-08-03,123456789012,Production,Amazon VPC,eu-west-1,0.78,USD,2025-08
2025-08-03,123456789013,Development,Amazon VPC,ap-southeast-1,0.74,USD,2025-08
2025-08-03,123456789014,Testing,Amazon VPC,eu-west-1,0.53,USD,2025-08
2025-08-03,123456789012,Production,AWS Data Transfer,us-west-2,2.01,USD,2025-08
2025-08-03,123456789013,Development,AWS Data Transfer,eu-west-1,2.47,USD,2025-08
2025-08-03,123456789014,Testing,AWS Data Transfer,us-east-1,2.53,USD,2025-08
2025-08-04,123456789012,Production,Amazon EC2,us-east-1,15.59,USD,2025-08
2025-08-04,123456789013,Development,Amazon EC2,us-west-2,18.43,USD,2025-08
2025-08-04,123456789014,Testing,Amazon EC2,us-west-2,20.85,USD,2025-08
2025-08-04,123456789012,Production,Amazon S3,us-west-2,6.31,USD,2025-08
2025-08-04,123456789013,Development,Amazon S3,us-east-1,5.82,USD,2025-08
2025-08-04,123456789014,Testing,Amazon S3,us-west-2,6.47,USD,2025-08
2025-08-04,123456789012,Production,Amazon RDS,eu-west-1,11.54,USD,2025-08
2025-08-04,123456789013,Development,Amazon RDS,ap-southeast-1,12.42,USD,2025-08
2025-08-04,123456789014,Testing,Amazon RDS,us-west-2,13.46,USD,2025-08
2025-08-04,123456789012,Production,AWS Lambda,eu-west-1,2.91,USD,2025-08
2025-08-04,123456789013,Development,AWS Lambda,ap-southeast-1,2.17,USD,2025-08
2025-08-04,123456789014,Testing,AWS Lambda,us-east-1,2.7,USD,2025-08
2025-08-04,123456789012,Production,Amazon CloudFront,us-east-1,12.67,USD,2025-08
2025-08-04,123456789013,Development,Amazon CloudFront,ap-southeast-1,8.52,USD,2025-08
2025-08-04,123456789014,Testing,Amazon CloudFront,eu-west-1,12.84,USD,2025-08
2025-08-04,123456789012,Production,Amazon DynamoDB,us-west-2,3.03,USD,2025-08
2025-08-04,123456789013,Development,Amazon DynamoDB,eu-west-1,4.32,USD,2025-08
2025-08-04,123456789014,Testing,Amazon DynamoDB,ap-southeast-1,3.08,USD,2025-08
2025-08-04,123456789012,Production,Amazon ECS,us-east-1,12.05,USD,2025-08
2025-08-04,123456789013,Development,Amazon ECS,ap-southeast-1,18.57,USD,2025-08
2025-08-04,123456789014,Testing,Amazon ECS,eu-west-1,14.91,USD,2025-08
2025-08-04,123456789012,Production,Amazon VPC,us-west-2,1.35,USD,2025-08
2025-08-04,123456789013,Development,Amazon VPC,us-west-2,1.08,USD,2025-08
2025-08-04,123456789014,Testing,Amazon VPC,us-east-1,1.46,USD,2025-08
2025-08-04,123456789012,Production,AWS Data Transfer,ap-southeast-1,4.24,USD,2025-08
2025-08-04,123456789013,Development,AWS Data Transfer,ap-southeast-1,5.5,USD,2025-08
2025-08-04,123456789014,Testing,AWS Data Transfer,ap-southeast-1,6.45,USD,2025-08
2025-08-05,123456789012,Production,Amazon EC2,us-west-2,20.3,USD,2025-08
2025-08-05,123456789013,Development,Amazon EC2,ap-southeast-1,23.7,USD,2025-08
2025-08-05,123456789014,Testing,Amazon EC2,eu-west-1,23.16,USD,2025-08
2025-08-05,123456789012,Production,Amazon S3,us-east-1,5.62,USD,2025-08
2025-08-05,123456789013,Development,Amazon S3,us-west-2,5.68,USD,2025-08
2025-08-05,123456789014,Testing,Amazon S3,ap-southeast-1,7.87,USD,2025-08
2025-08-05,123456789012,Production,Amazon RDS,eu-west-1,11.62,USD,2025-08
2025-08-05,123456789013,Development,Amazon RDS,ap-southeast-1,14.03,USD,2025-08
2025-08-05,123456789014,Testing,Amazon RDS,us-west-2,14.93,USD,2025-08
2025-08-05,123456789012,Production,AWS Lambda,us-east-1,2.84,USD,2025-08
2025-08-05,123456789013,Development,AWS Lambda,eu-west-1,2.29,USD,2025-08
2025-08-05,123456789014,Testing,AWS Lambda,us-east-1,2.42,USD,2025-08
2025-08-05,123456789012,Production,Amazon CloudFront,eu-west-1,8.15,USD,2025-08
2025-08-05,123456789013,Development,Amazon CloudFront,us-east-1,8.88,USD,2025-08
2025-08-05,123456789014,Testing,Amazon CloudFront,us-east-1,10.93,USD,2025-08
2025-08-05,123456789012,Production,Amazon DynamoDB,ap-southeast-1,4.14,USD,2025-08
2025-08-05,123456789013,Development,Amazon DynamoDB,ap-southeast-1,3.94,USD,2025-08
2025-08-05,123456789014,Testing,Amazon DynamoDB,us-west-2,3.97,USD,2025-08
2025-08-05,123456789012,Production,Amazon ECS,ap-southeast-1,16.65,USD,2025-08
2025-08-05,123456789013,Development,Amazon ECS,eu-west-1,12.72,USD,2025-08
2025-08-05,123456789014,Testing,Amazon ECS,ap-southeast-1,17.05,USD,2025-08
2025-08-05,123456789012,Production,Amazon VPC,us-east-1,1.43,USD,2025-08
2025-08-05,123456789013,Development,Amazon VPC,ap-southeast-1,1.56,USD,2025-08
2025-08-05,123456789014,Testing,Amazon VPC,ap-southeast-1,1.42,USD,2025-08
2025-08-05,123456789012,Production,AWS Data Transfer,us-west-2,4.28,USD,2025-08
2025-08-05,123456789013,Development,AWS Data Transfer,us-east-1,6.38,USD,2025-08
2025-08-05,123456789014,Testing,AWS Data Transfer,us-east-1,6.41,USD,2025-08
2025-08-06,123456789012,Production,Amazon EC2,eu-west-1,16.27,USD,2025-08
2025-08-06,123456789013,Development,Amazon EC2,us-west-2,22.52,USD,2025-08
2025-08-06,123456789014,Testing,Amazon EC2,eu-west-1,22.23,USD,2025-08
2025-08-06,123456789012,Production,Amazon S3,eu-west-1,7.5,USD,2025-08
2025-08-06,123456789013,Development,Amazon S3,us-east-1,7.75,USD,2025-08
2025-08-06,123456789014,Testing,Amazon S3,eu-west-1,6.26,USD,2025-08
2025-08-06,123456789012,Production,Amazon RDS,us-west-2,13.2,USD,2025-08
2025-08-06,123456789013,Development,Amazon RDS,us-east-1,10.18,USD,2025-08
2025-08-06,123456789014,Testing,Amazon RDS,ap-southeast-1,15.51,USD,2025-08
2025-08-06,123456789012,Production,AWS Lambda,us-east-1,2.46,USD,2025-08
2025-08-06,123456789013,Development,AWS Lambda,eu-west-1,2.49,USD,2025-08
2025-08-06,123456789014,Testing,AWS Lambda,us-east-1,2.12,USD,2025-08
2025-08-06,123456789012,Production,Amazon CloudFront,us-east-1,10.94,USD,2025-08
2025-08-06,123456789013,Development,Amazon CloudFront,us-west-2,10.98,USD,2025-08
2025-08-06,123456789014,Testing,Amazon CloudFront,us-east-1,10.15,USD,2025-08
2025-08-06,123456789012,Production,Amazon DynamoDB,ap-southeast-1,4.58,USD,2025-08
2025-08-06,123456789013,Development,Amazon DynamoDB,ap-southeast-1,4.12,USD,2025-08
2025-08-06,123456789014,Testing,Amazon DynamoDB,eu-west-1,4.44,USD,2025-08
2025-08-06,123456789012,Production,Amazon ECS,eu-west-1,14.44,USD,2025-08
2025-08-06,123456789013,Development,Amazon ECS,us-east-1,15.26,USD,2025-08
2025-08-06,123456789014,Testing,Amazon ECS,eu-west-1,12.44,USD,2025-08
2025-08-06,123456789012,Production,Amazon VPC,eu-west-1,1.34,USD,2025-08
2025-08-06,123456789013,Development,Amazon VPC,us-west-2,1.45,USD,2025-08
2025-08-06,123456789014,Testing,Amazon VPC,ap-southeast-1,1.54,USD,2025-08
2025-08-06,123456789012,Production,AWS Data Transfer,ap-southeast-1,4.13,USD,2025-08
2025-08-06,123456789013,Development,AWS Data Transfer,eu-west-1,5.13,USD,2025-08
2025-08-06,123456789014,Testing,AWS Data Transfer,us-west-2,4.01,USD,2025-08
2025-08-07,123456789012,Production,Amazon EC2,ap-southeast-1,15.07,USD,2025-08
2025-08-07,123456789013,Development,Amazon EC2,us-east-1,20.67,USD,2025-08
2025-08-07,123456789014,Testing,Amazon EC2,eu-west-1,23.42,USD,2025-08
2025-08-07,123456789012,Production,Amazon S3,us-east-1,5.22,USD,2025-08
2025-08-07,123456789013,Development,Amazon S3,eu-west-1,6.01,USD,2025-08
2025-08-07,123456789014,Testing,Amazon S3,eu-west-1,7.95,USD,2025-08
2025-08-07,123456789012,Production,Amazon RDS,ap-southeast-1,15.97,USD,2025-08
2025-08-07,123456789013,Development,Amazon RDS,us-east-1,11.63,USD,2025-08
2025-08-07,123456789014,Testing,Amazon RDS,ap-southeast-1,11.97,USD,2025-08
2025-08-07,123456789012,Production,AWS Lambda,us-west-2,2.19,USD,2025-08
2025-08-07,123456789013,Development,AWS Lambda,us-east-1,2.0,USD,2025-08
2025-08-07,123456789014,Testing,AWS Lambda,us-east-1,2.15,USD,2025-08
2025-08-07,123456789012,Production,Amazon CloudFront,ap-southeast-1,11.53,USD,2025-08
2025-08-07,123456789013,Development,Amazon CloudFront,us-east-1,12.63,USD,2025-08
2025-08-07,123456789014,Testing,Amazon CloudFront,eu-west-1,10.49,USD,2025-08
2025-08-07,123456789012,Production,Amazon DynamoDB,us-east-1,3.26,USD,2025-08
2025-08-07,123456789013,Development,Amazon DynamoDB,eu-west-1,4.7,USD,2025-08
2025-08-07,123456789014,Testing,Amazon DynamoDB,us-west-2,3.94,USD,2025-08
2025-08-07,123456789012,Production,Amazon ECS,ap-southeast-1,16.32,USD,2025-08
2025-08-07,123456789013,Development,Amazon ECS,us-west-2,16.03,USD,2025-08
2025-08-07,123456789014,Testing,Amazon ECS,us-west-2,18.63,USD,2025-08
2025-08-07,123456789012,Production,Amazon VPC,us-east-1,1.53,USD,2025-08
2025-08-07,123456789013,Development,Amazon VPC,us-east-1,1.53,USD,2025-08
2025-08-07,123456789014,Testing,Amazon VPC,eu-west-1,1.02,USD,2025-08
2025-08-07,123456789012,Production,AWS Data Transfer,eu-west-1,6.35,USD,2025-08
2025-08-07,123456789013,Development,AWS Data Transfer,us-west-2,5.68,USD,2025-08
2025-08-07,123456789014,Testing,AWS Data Transfer,us-west-2,5.31,USD,2025-08
2025-08-08,123456789012,Production,Amazon EC2,us-east-1,19.71,USD,2025-08
2025-08-08,123456789013,Development,Amazon EC2,us-east-1,17.06,USD,2025-08
2025-08-08,123456789014,Testing,Amazon EC2,us-east-1,23.78,USD,2025-08
2025-08-08,123456789012,Production,Amazon S3,us-east-1,6.13,USD,2025-08
2025-08-08,123456789013,Development,Amazon S3,ap-southeast-1,6.09,USD,2025-08
2025-08-08,123456789014,Testing,Amazon S3,us-east-1,6.72,USD,2025-08
2025-08-08,123456789012,Production,Amazon RDS,us-west-2,14.66,USD,2025-08
2025-08-08,123456789013,Development,Amazon RDS,ap-southeast-1,10.2,USD,2025-08
2025-08-08,123456789014,Testing,Amazon RDS,ap-southeast-1,10.99,USD,2025-08
2025-08-08,123456789012,Production,AWS Lambda,eu-west-1,2.5,USD,2025-08
2025-08-08,123456789013,Development,AWS Lambda,us-west-2,2.78,USD,2025-08
2025-08-08,123456789014,Testing,AWS Lambda,us-east-1,3.05,USD,2025-08
2025-08-08,123456789012,Production,Amazon CloudFront,eu-west-1,11.39,USD,2025-08
2025-08-08,123456789013,Development,Amazon CloudFront,ap-southeast-1,12.31,USD,2025-08
2025-08-08,123456789014,Testing,Amazon CloudFront,eu-west-1,11.94,USD,2025-08
2025-08-08,123456789012,Production,Amazon DynamoDB,ap-southeast-1,4.25,USD,2025-08
2025-08-08,123456789013,Development,Amazon DynamoDB,us-east-1,4.07,USD,2025-08
2025-08-08,123456789014,Testing,Amazon DynamoDB,eu-west-1,3.47,USD,2025-08
2025-08-08,123456789012,Production,Amazon ECS,us-west-2,12.32,USD,2025-08
2025-08-08,123456789013,Development,Amazon ECS,eu-west-1,17.92,USD,2025-08
2025-08-08,123456789014,Testing,Amazon ECS,us-west-2,15.23,USD,2025-08
2025-08-08,123456789012,Production,Amazon VPC,us-west-2,1.24,USD,2025-08
2025-08-08,123456789013,Development,Amazon VPC,us-east-1,1.11,USD,2025-08
2025-08-08,123456789014,Testing,Amazon VPC,us-east-1,1.16,USD,2025-08
2025-08-08,123456789012,Production,AWS Data Transfer,ap-southeast-1,6.46,USD,2025-08
2025-08-08,123456789013,Development,AWS Data Transfer,eu-west-1,4.83,USD,2025-08
2025-08-08,123456789014,Testing,AWS Data Transfer,eu-west-1,5.26,USD,2025-08
